id,fecha,tweet,pais,miedo,ira,expectante,confianza,sorpresa,tristeza,repulsion,alegria,positivo,negativo,emociones,polaridad,palabra,emocion,puntuacion,,,,
16787,2024-05-30 04:39:48,"El respeto post relación importa muchísimo. Cuando alguien te quiere, aunque ya no estén juntos, lo que menos va a querer va a ser lastimarte, al contrario, va a tratar de proteger lo que queda de ustedes, no va a seguir a todas las mujeres que te daban inseguridad, nada de eso.",Mexico,2,1,1,1,1,2,1,1,2,4,"['miedo', 'tristeza']",negativo,nada,tristeza,0.594,,,,
16789,2024-05-30 03:39:11,"Lamento y condeno el brutal asesinato del candidato, del PRI-PAN-PRD,  José Alfredo Cabrero, en Coyuca de Benítez, Guerrero. 

Este acto atroz refleja la alarmante inseguridad que vivimos en el país: los abrazos no funcionaron.

Exigimos justicia y un compromiso real para",Mexico,3,2,0,2,2,2,1,0,3,5,['miedo'],negativo,asesinato,miedo,0.906,,,,
17279,2024-05-24 07:25:25,"Me resulta harto curioso que vengan latinoamericanos ricos a vivir a Madrid huyendo de países inseguros por su enorme desigualdad y quieran replicar aquí el modelo de impuestos bajos, que con los años lleva a la desigualdad social y a la inseguridad",Spain,3,3,0,0,0,2,1,0,1,5,"['miedo', 'ira']",negativo,enorme,ira,0.672,,,,
17280,2024-05-24 04:41:34,"Qué país deja 
@lopezobrador_
 con datos comprobables: pleno empleo, cero devaluación. Inversión extranjera directa récord. Mejor distribución del ingreso sin afectar el ingreso de los deciles más ricos. Mejor percepción de inseguridad. Aumento en el consumo y mercado interno.",Mexico,1,0,0,0,0,0,0,0,0,1,['miedo'],negativo,inseguridad,miedo,0.484,,,,
17283,2024-05-23 19:59:25,"Yo hice campaña y voté por AMLO y me parece que cada vez es más difícil defender sus posturas.
¡Carajo!
Asesinaron a un niño y su respuesta ante la violencia e inseguridad es hacerse la víctima de esta tragedia.
No AMLO, el pueblo no eres tú.",Mexico,6,2,1,0,0,3,1,1,2,5,['miedo'],negativo,tragedia,tristeza,0.906,,,,
17285,2024-05-23 16:37:38,"Muchos ecuatorianos, esperanzados, votaron un cambio y Noboa terminó siendo peor de lo mismo. En lugar de solucionar los problemas del país, durante estos 6 meses se dedicó a profundizarlos. Un ejemplo claro: en lugar de subir el IVA para resolver la inseguridad, ¿¡por qué no",Ecuador,3,0,0,0,0,1,0,0,0,2,['miedo'],negativo,peor,miedo,0.484,,,,
17289,2024-05-23 03:17:11,"De #Tabasco a #Peñasco transita el drama de la muerte de niñas y niños derivado de la inseguridad.  

Recientemente en #PuertoPeñasco, #Sonora, los niños Emily de 9 años y Dominick de 3 fueron hallados sin vida junto a su madre, después de días de búsqueda. 

Hoy, nos enteramos",Mexico,2,1,3,1,1,2,1,1,2,3,['expectante'],negativo,muerte,tristeza,0.915,,,,
17292,2024-05-23 01:43:07,"Emiliano (niño que dió la vida por su madre) murió por culpa de la inseguridad y el sistema de salud que Morena ha perpetrado en estados como Tabasco.

Que Emiliano sea el principal motivo por el cual acabemos con este asqueroso gobierno el dos de junio.",Mexico,3,1,2,2,0,3,2,2,4,5,"['miedo', 'tristeza']",negativo,culpa,tristeza,0.75,,,,
17685,2024-05-22 14:40:45,"Samuel invitó a la ciudadanía a reflexionar sobre la situación que vive NL, pero sobre todo por el juicio político que el Congreso quiere iniciar en su contra. 

Nosotros también lo invitamos a reflexionar sobre la inseguridad, la contaminación y la crisis del transporte de NL.",Mexico,2,0,1,0,1,1,2,0,0,4,"['miedo', 'repulsion']",negativo,crisis,miedo,0.766,,,,
17692,2024-05-23 00:08:49,"nunca tuvieron una inseguridad que querían corregir? Mari contó que se quiere operar desde los 12 años. se operó hace UNA SEMANA y tiene la cara hinchada, por dios dejen de ser tan SORETES",Argentina,1,0,0,0,0,0,0,0,0,1,['miedo'],negativo,inseguridad,miedo,0.484,,,,
17694,2024-05-22 21:06:16,"En esta gira hemos oído un montón de historias de compatriotas que se han ido a otro país  con todo y familia por el tema de inseguridad, muy fuerte. Las historias pasan de increíbles hasta aterradoras. Qué bonito al menos traer algo de Ecuador  ",Ecuador,1,0,0,0,0,1,1,0,1,3,"['miedo', 'tristeza', 'repulsion']",negativo,muy,tristeza,0.531,,,,
17695,2024-05-22 20:35:21,"Si el video del niño de 11 años que murió en un hospital de Tabasco porque no contaba con insumos suficientes no te hace abrir los ojos, nada lo hará.

El morro recibió un balazo por defender a su mamá. Estado fallido: Inseguridad, Educación y Salud.

No es politizar la tragedia,",Mexico,4,0,1,1,0,3,0,1,2,3,['miedo'],negativo,tragedia,tristeza,0.906,,,,
17703,2024-05-21 20:51:01,"En el Cauca, Petro obtuvo en la segunda vuelta presidencial 515.074 votos, el 79.02% de la votación en ese departamento. Hoy, la situación de inseguridad allí es insoportable y el incumplimiento de las grandes promesas hechas es casi total. La paz total allá es guerra total.",Colombia,3,1,3,2,0,2,1,1,2,4,"['miedo', 'expectante']",negativo,guerra,miedo,0.942,,,,
17706,2024-05-21 03:41:46,"Se ha culpado al Poder Judicial de la Federación por la inseguridad en el país.

A ver.

Seamos honestos.

El 90% de los delitos que se cometen son de competencia local.

En todo caso, las fiscalías y juzgados locales son los RESPONSABLES de lo que está pasando.

¿O me equivoco?",Mexico,2,0,1,1,1,1,0,1,2,2,['miedo'],neutro,competencia,confianza,0.75,,,,
17707,2024-05-21 00:23:06,"VAMOS A LAS CALLES PUEBLO DIGNO Y VALIENTE! 
A protestar contra la inseguridad?
No.
A protestar por la falta de salud?
No.
A protestar por la falta de empleo?
No.
Y entonces?
A protestar porque el municipio de Quito quiere derrumbar la tribuna de la Shyris.
Qué hdps.",Ecuador,3,2,0,1,0,0,2,0,0,3,['miedo'],negativo,falta,repulsion,0.734,,,,
17709,2024-05-20 22:09:34,"¿Por qué están tan enojados y preocupados? Si, ayer fue muy poca gente a la concentración, mitin o como quieran llamarle, su candidata ganó el debate y va 2,000 puntos arriba, no hay inseguridad, tenemos un sistema de salud de primer mundo, no hay inflación y todo está perfecto.",EEUU,2,0,0,1,0,1,0,0,1,3,['miedo'],negativo,muy,tristeza,0.531,,,,
18098,2024-05-20 13:06:32,"Los 280 muertos del fin de semana cayeron encima de los discursos políticos. El viernes pasado las balaceras dejaron 97 personas muertas. El sábado mataron a 79 y ayer, mientras se debatía la inseguridad, la violencia pegó sin  piedad en Michoacán, Jalisco, Guanajuato y EdoMex.",Mexico,2,1,0,0,0,2,0,0,1,3,"['miedo', 'tristeza']",negativo,violencia,miedo,0.812,,,,
18099,2024-05-20 12:41:40,"Oficialmente en los 90s, el país inundado de coca, ataques terroristas, inseguridad, campaña presidencial cuestionada, el mundo nos ve mal, economía desacelérala, inversionistas con miedo, corrupción desbordada, filas en sistema de salud.

Este era el cambio? 

Volver al pasado",Colombia,3,0,1,2,1,1,1,0,0,5,['miedo'],negativo,mal,miedo,0.833,,,,
18100,2024-05-20 12:04:16,"Esther Peña, vocera del PSOE:
“Los empresarios le dijeron a Milei que la inseguridad jurídica de argentina no invita a la inversión extranjera, ni a la tranquilidad de los que ya están invirtiendo allí, que cuando se empobrece a la mayoría de un país, poco negocio se puede hacer”",Colombia,1,1,0,1,1,0,1,1,2,2,"['miedo', 'ira', 'confianza', 'sorpresa', 'repulsion', 'alegria']",neutro,tranquilidad,alegria,0.679,,,,
18104,2024-05-20 04:07:22,"Claudia Sheinbaum (
@Claudiashein
) volvió a mentir sin ningún reparo. Desde llamarse heredera del 68, cuando AMLO militó en el PRI después de las masacres de ese año, hasta minimizar la terrible inseguridad que vive el país.

Máynez (
@AlvarezMaynez
) exhibió su papel de mercenario",Mexico,3,1,0,0,0,1,1,0,0,4,['miedo'],negativo,terrible,tristeza,0.797,,,,
18107,2024-05-20 03:11:33,"Es impresionante como miente 
@Claudiashein
 ¿la mayor inversión extranjera? Es mentira. La inversión se ha ido o no ha llegado por la inseguridad.",Mexico,1,3,0,0,2,2,3,0,0,4,"['ira', 'repulsion']",negativo,mentira,tristeza,0.585,,,,
18111,2024-05-20 02:37:21,"Me encantaría vivir en el país que Claudia Sheinbaum cree que es México.

Un país sin inseguridad, con un gran sistema de salud, súper sueldos y con todo bajando de precio.

Sus palabras no podría estar más alejadas de la realidad que vivimos los mexicanos.",Mexico,1,1,0,1,0,0,0,0,0,2,"['miedo', 'ira', 'confianza']",negativo,inseguridad,miedo,0.484,,,,
18114,2024-05-20 00:14:57,"De morado, Claudia quiere verse empática con las víctimas, con las feministas… No quiere que el guinda (de Morena) se identifique como el color de la inseguridad, la violencia y maltrato a las víctimas.",Mexico,2,1,0,0,0,1,0,0,0,2,['miedo'],negativo,violencia,miedo,0.812,,,,
18561,2024-05-16 23:28:49,"El asesinato del director de la carcel modelo de Bogotá es un durísimo golpe al gobierno de Petro, muestra la inseguridad que se ha tomado el país hasta las más altas esferas, gravísimo que empiecen a matar políticos o personalidades, estamos igual que los 90.",Colombia,4,3,0,1,2,1,1,0,2,5,['miedo'],negativo,matar,miedo,0.962,,,,
18562,2024-05-16 20:10:29,"MATAN A 11 PERSONAS EN CHIAPAS
-Sí, esa zona tiene inseguridad.

EXTORSIONAN A PADRES DE FAMILIA AMENAZANDO A SUS HIJOS EN VERACRUZ.
-No se dejen intimidar.

Así el presidente.

¿Quieres a su Calca?

Yo no.

Vota por Xóchitl.",Colombia,2,0,0,1,0,0,0,0,1,2,['miedo'],negativo,intimidar,miedo,0.641,,,,
18568,2024-05-15 14:02:10,"#QuiénEsQuienEnLasMentiras

""JOAQUÍN LÓPEZ DÓRIGA y otros DESINFORMADORES, presentaron notas e imágenes donde se habla de VIOLENCIA GENERALIZADA en Sonora""

""ESO ES FALSO""

""No existe ese nivel de inseguridad""

""Las imágenes que usan, NO SON ACTUALES""",Mexico,1,0,0,1,0,0,0,0,2,1,"['miedo', 'confianza']",positivo,nivel,confianza,0.453,,,,
19005,2024-05-13 18:55:23,"El problema ante la falta de coherencia de alguien no es tu inseguridad. El problema es que te verbalicen una cosa mientras hacen lo contrario. La ansiedad es la alarma, el incendio está fuera",Spain,6,2,1,0,1,3,1,0,1,7,['miedo'],negativo,falta,repulsion,0.734,,,,
19006,2024-05-13 15:50:54,"Cancelen los debates políticos. Nomás les prestan el micrófono para que digan puras mamadas. «Voy a acabar con la inseguridad, a mejorar el sistema de salud, y a regalarle una casa a cada ciudadano, como hice en Iztapalapa, la mejor alcaldía del mundo».",Spain,1,0,1,2,0,0,0,1,3,1,['confianza'],positivo,casa,alegria,0.559,,,,
19007,2024-05-13 04:23:37,"Después de 27 años de gobierno de Morena en la CDMX el resultado en resumen es:

• Inseguridad 
• Metro abandonado 
• Apagones
• Escasez y contaminación de agua
• Infraestructura urbana decadente

Por eso en el #DebateChilango #Ganoelcambio. Por eso va a ganar ",Spain,1,1,1,0,0,1,1,0,1,3,"['miedo', 'ira', 'expectante', 'tristeza', 'repulsion']",negativo,abandonado,tristeza,0.828,,,,
19008,2024-05-13 02:45:42,"Dice 
@ClaraBrugadaM
 que México va a ser más seguro que Nueva York. ¡Que NuevaYork…! Que cheque las estadísticas de la inseguridad en aquella ciudad.",Mexico,1,0,0,1,0,0,0,1,1,1,"['miedo', 'confianza', 'alegria']",neutro,seguro,confianza,0.688,,,,
19010,2024-05-12 20:29:56,"Cataluña ha votado corrupción, delincuencia, inseguridad e islam, esa es la realidad.",Spain,1,0,0,0,0,0,1,0,0,3,"['miedo', 'repulsion']",negativo,corrupción,repulsion,0.656,,,,
19011,2024-05-12 19:53:21,"Que siga aumentando la delincuencia en Cataluña, las violaciones, las okupaciones, los robos, la inseguridad.

Eso es lo que el pueblo ha votado y eso es lo que deseo que obtengan a gran escala.",Spain,1,0,0,0,0,0,0,0,0,2,['miedo'],negativo,inseguridad,miedo,0.484,,,,
19013,2024-05-12 14:48:25,"Condeno enérgicamente el atentado contra 
@AlessandraRdlv
.

En México vivimos una terrible violencia e inseguridad, lo que le pasó a ella y pasa en todo el país, debe terminar YA.

Exigimos a las autoridades investiguen y haya castigo a los responsables. ¡No nos van a callar! Ya",Spain,4,3,0,0,0,2,2,0,0,4,['miedo'],negativo,violencia,miedo,0.812,,,,
19015,2024-05-11 09:09:59,"No se por que algunos os cae mal Ayuso, ayer en Cataluña dijo que la inmigración no tiene culpa de nada de lo que esta pasando, ni con la inseguridad ni con la okupación.

Es decir esta boicoteando a su propio partido ",Spain,1,0,0,0,0,2,1,0,1,4,['tristeza'],negativo,mal,miedo,0.833,,,,
19017,2024-05-11 03:03:11,"Me carga que algunas minas se hagan las feministas cuando les conviene, pero en su día a día con sus acciones dejan que desear,  que necesidad de causar inseguridad en otras mujeres , bastante poco sorora ",Chile,1,0,0,1,0,1,0,0,1,2,"['miedo', 'confianza', 'tristeza']",negativo,inseguridad,miedo,0.484,,,,
19419,2024-05-11 02:22:32,"La empresa europea que tiene los activos rusos incautados se niega a utilizarlos. Sólo un loco, un malvado o un idiota puede pretender que lo haga. Semejante acción no sólo es ilegal sino que además provocaría una fuga de depósitos de Europa por la inseguridad jurídica. Elemental",Chile,2,1,1,0,1,1,1,0,1,5,['miedo'],negativo,loco,ira,0.82,,,,
19420,2024-05-11 00:18:51,"Las familias mexicanas no aguantan seis años más de lo mismo. 

Inseguridad, falta de medicamentos, cortes de agua y apagones. 

Vamos por un México en paz, con salud de verdad, con agua suficiente y energía limpia y barata. 

#XóchitlPresidenta ",Mexico,1,1,1,2,0,0,1,1,2,1,['confianza'],positivo,verdad,confianza,0.844,,,,
19421,2024-05-10 21:44:50,"Inseguridad, falta de medicamentos, cortes de agua y apagones. 

Las familias mexicanas no aguantan seis años más de lo mismo. 

Vamos por un México en paz, con salud de verdad, con agua suficiente y energía limpia y barata. ",Mexico,1,1,1,2,0,0,1,1,2,1,['confianza'],positivo,verdad,confianza,0.844,,,,
19422,2024-05-10 20:48:18,Alguien que me pide que elimine Twitter!!? Twitter me dio mis primeros amigos en Madrid cuando no tenía a nadie. Me dan igual los 21k que me siguen. No amore. No es por ego. Es cariño. Eliminármelo xk a ti te da inseguridad que lo tenga? Elimínate tú grindr y después hablamos. ,Mexico,1,0,0,0,0,0,0,0,1,1,['miedo'],neutro,cariño,alegria,0.625,,,,
19423,2024-05-10 20:07:59,Que tuanis pensar que en la peor crisis de inseguridad se va tener un mapa exacto de donde no va haber electricidad,Mexico,2,0,0,0,0,1,0,0,1,3,['miedo'],negativo,crisis,miedo,0.766,,,,
19437,2024-05-09 08:52:01,"Empate de Millos de local vs Bolívar es resumen del semestre: ataque impreciso, defensa frágil. Inseguridad y lentitud en  juego. Lesiones son realidad, pero no excusa. Perder a Leo Castro vs Pereira el sábado es más grave que juego de anoche. Tristísima y paupérrima Copa...",Colombia,3,2,2,1,2,2,0,0,1,7,['miedo'],negativo,ataque,ira,0.853,,,,
19869,2024-05-07 08:08:50,"El PP de Ayuso decide poner un centro para 100 MENAs en Fuenlabrada y el PSOE de Ayala dice que no, que mejor ""integrados"" de otra forma, supongo que dispersados por la ciudad. Ambos son culpables del efecto llamada y de la inseguridad a la que están condenando a nuestros vecinos",Spain,1,0,0,0,0,0,0,0,1,1,['miedo'],neutro,inseguridad,miedo,0.484,,,,
19871,2024-05-07 00:27:02,"ELN dice que como no le pagan por dejar de secuestrar, va a seguir secuestrando. Otro fracaso de la política del gobierno de no combatir a los delincuentes, sino de comprarlos y “pagar por no matar”. La inseguridad total.",Spain,3,4,1,1,1,2,1,1,1,6,['ira'],negativo,matar,miedo,0.962,,,,
19873,2024-05-06 13:58:32,"Aprendimos: el discurso antiLGBT no suma votos. 
En Panamá hay hambre, hay corrupción a todo nivel, inseguridad. No hay espacio para el odio, hay que limpiar la casa y hacerlo bien y se necesita a los mejores para eso.",Panama,2,1,0,1,0,1,2,0,3,3,"['miedo', 'repulsion']",neutro,odio,ira,0.953,,,,
19874,2024-05-06 12:02:13,"Si el principal problema del Ecuador es la inseguridad lo lógico es votar por personas preparadas en las mejores Universidades europeas y que tienen la experiencia comprobada para reducir la criminalidad.
En 2025, vamos a iniciar un histórico Plan de Política Criminal.",Ecuador,3,2,2,1,1,2,1,1,3,5,['miedo'],negativo,criminalidad,miedo,0.642,,,,
20308,2024-05-06 02:27:38,"Que cansancio de Alcalde. La ciudad a la deriva, la inseguridad disparada, el desempleo otra vez en dos dígitos, el turismo en caída, los empresarios desesperados y usted, en lugar de ponerse a trabajar dedicado al chisme, al odio y a la mentira. La última vez que habló de",Ecuador,2,2,0,0,0,3,2,0,0,7,['tristeza'],negativo,odio,ira,0.953,,,,
20309,2024-05-06 00:48:44,"En estos días se ha soltado una campaña más negra en contra de AMLO en cuestión de seguridad, se acerca el 3er debate y ese será el tema principal. 
Abro hilo: 
En 2010 Calderón al ver que la inseguridad en el país se le había salido de las manos, q sus acuerdos con el narco",Ecuador,1,0,0,0,0,1,0,0,2,3,"['miedo', 'tristeza']",negativo,salido,tristeza,0.558,,,,
20310,2024-05-05 18:53:09,"España es un país que lleva 20 años en decadencia, empobrecimiento e inseguridad. Es un país que invita a irse y repele a venirse. Es un país donde predominan los derechos del delincuente, el inmigrante y el gandul en detrimento del trabajador, el empresario y el inversor.",Ecuador,3,1,0,0,0,1,1,0,0,3,['miedo'],negativo,delincuente,miedo,0.698,,,,
21100,2024-06-29 16:23:39,"“No nos arruinó el socialismo, nos arruinó el franquismo” dice Benjamín Prado

Pues con Franco nunca hubo tanto paro, tantas familias pobres, tanto analfabetismo, tanta inseguridad, tantas violaciones, tanta criminalidad…Tener una propiedad nunca fue tan imposible…

Estos",Spain,2,0,0,0,0,0,1,0,1,2,['miedo'],negativo,inseguridad,miedo,0.484,,,,
21121,2024-06-28 13:37:01,"Ojalá que después de la salida de 
@cubalondra
 se acabe la inseguridad, se restablezcan los recursos en los hospitales, se invierta en educación. Que nervios!!! Ahora si se viene un Ecuador mejor?",Ecuador,1,0,0,1,1,0,0,1,1,1,"['miedo', 'confianza', 'sorpresa', 'alegria']",neutro,inseguridad,miedo,0.484,,,,
21122,2024-06-28 09:06:10,Todos pensando que la inmigración irregular era la que traía la inseguridad y resulta que eran los supermercados 24h.,Ecuador,1,0,0,0,0,0,0,0,0,2,['miedo'],negativo,inseguridad,miedo,0.484,,,,
21123,2024-06-28 07:52:16,"Si en España la inmigración ilegal descontrolada está provocando un aumento alarmante de delitos y de inseguridad en las calles, hay que decirlo abiertamente. Porque los problemas no hay que dejar que se multipliquen, hay que atajarlos. Y si te llaman facha por denunciarlo, que",Ecuador,1,1,0,0,1,1,1,0,0,3,"['miedo', 'ira', 'sorpresa', 'tristeza', 'repulsion']",negativo,alarmante,miedo,0.656,,,,
21124,2024-06-28 07:32:51,"El Ayuntamiento de Tarragona estudia prohibir los supermercados 24 horas por la ""inseguridad"" que generan.
¿Cómo lo veis?",Ecuador,1,0,0,0,0,1,0,0,0,2,"['miedo', 'tristeza']",negativo,inseguridad,miedo,0.484,,,,
21127,2024-06-27 16:31:24,¿Qué patria defienden Matthei y Kast? Una donde las AFP perpetúan la desigualdad y la inseguridad para millones.,Chile,2,1,0,0,0,1,0,0,0,2,['miedo'],negativo,desigualdad,tristeza,0.641,,,,
21128,2024-06-26 14:52:33,"Es un secreto a voces que Federico Gutiérrez va a renunciar el próximo año, por eso no le interesa gobernar. No importa que se caigan las cabinas del Metrocable, la inseguridad esté desbordada o la ciudad esté nadando en basuras. En Medellín no hay Alcalde.",Colombia,1,0,0,2,0,0,0,0,2,2,['confianza'],neutro,gobernar,confianza,0.547,,,,
21137,2024-06-24 17:08:34,Mis queridos xtuiteros una mujer que laboralmente triunfe y brille más que ustedes ¿les causaría inseguridad?.,Mexico,1,0,0,0,0,0,0,0,0,1,['miedo'],negativo,inseguridad,miedo,0.484,,,,
21138,2024-06-24 14:44:06,"El triunfo de Morena en las urnas no borra la inseguridad, la insalubridad, la ignorancia, la muerte y el derroche de recursos públicos que lega el gobierno de López Obrador. Tampoco borra la destrucción democrática e institucional, la militarización rampante y el ominoso avance",Mexico,4,2,2,1,2,1,1,1,1,6,['miedo'],negativo,muerte,tristeza,0.915,,,,
21139,2024-06-24 12:59:48,La inseguridad solo les importa a los poderosos cuando les toca a su puerta...cuando es al pueblo: que se jodan.,Mexico,1,0,0,1,0,0,0,0,0,1,"['miedo', 'confianza']",negativo,inseguridad,miedo,0.484,,,,
21140,2024-06-24 10:48:40,"Balance de inseguridad de la noche de San Juan en Cataluña:

- Tres muertos
- 55 detenidos
- 12 heridos por agresiones.
- 1.489 llamadas al 112 por incivismo.
- 1.293 llamadas al 112 por motivos de seguridad.",Spain,1,0,2,2,0,0,0,0,0,3,"['expectante', 'confianza']",negativo,inseguridad,miedo,0.484,,,,
21463,2024-06-23 10:44:00,"¿Por qué temes, hombre de poca fe? - Mat 8:26

El único enemigo del hombre es el Miedo (al fracaso, a la escasez, a la inseguridad...). Sustituye el Miedo por FE. 

El miedo es sólo Fe invertida...es Fe en el lugar equivocado.",Spain,5,2,2,1,2,2,1,1,2,6,['miedo'],negativo,miedo,miedo,0.828,,,,
21466,2024-06-24 09:18:05,"Balance de la fiesta de San Juan en Cataluña: 3 homicidios y 4 heridos. 
En pleno centro de Barcelona, un magrebí ha degollado a un hombre que intentó detener un robo. 
Estamos llegando a niveles de inseguridad inimaginables, 
Cataluña necesita urgentemente el ejército en las",Spain,2,1,1,0,0,1,1,1,1,3,['miedo'],negativo,robo,miedo,0.8,,,,
21467,2024-06-24 07:29:31,"Hoy, durante la verbena de San Juan, 3 asesinatos:

Degollan 1 hombre que detenía un robo en la Barceloneta.
2 muertos en un tiroteo entre clanes en Gerona.

La semana pasada 3 asesinatos: en Santa Margarida, en Alcarràs y en Calella.

La inseguridad sigue avanzando.",EEUU,2,1,0,0,0,1,1,0,0,2,['miedo'],negativo,robo,miedo,0.8,,,,
21468,2024-06-24 03:57:50,"No es posible mantener una relación sana y segura con alguien que frecuentemente se distancia y rechaza tus intentos de conectar emocionalmente. Esto genera inseguridad y desconfianza. Para que una relación prospere, ambas partes deben sentirse valoradas y comprendidas.",Mexico,3,2,0,0,0,1,1,0,0,3,['miedo'],negativo,desconfianza,miedo,0.531,,,,
21471,2024-06-22 13:17:03,"Qué vida sabrosa la del gabinete más técnico del país. Cada vez que ocurre algo en Bogotá y cuestionan a Galán y su equipo, la única respuesta que tienen es que todo es culpa de la gente. En lo del agua, en lo de las ratas, en la inseguridad, en todo. 

Rico gobernar así.",Colombia,1,0,0,3,0,1,1,0,2,2,['confianza'],neutro,culpa,tristeza,0.75,,,,
21473,2024-06-20 20:41:23,"Oigan hace rato fui a platicar con alumnos de diseño gráfico de una uni aquí en Puebla y les dije que tengo depresión crónica, nunca gano suficiente dinero y vivo en la inseguridad laboral pero el diseño es mi pasión!!! No me atreví a mentirles la vdd",Mexico,1,1,2,4,1,1,0,2,3,2,['confianza'],positivo,pasión,expectante,0.633,,,,
21474,2024-06-20 16:05:32,"Ahora en México si hablas de corrupción, inseguridad, militarización, daños ambientales, errores en el sector energético, autoritarismo, deterioro institucional, presidencialismo, desabasto de medicamentos, acoso a los medios y negocios al amparo del poder eres  de ultraderecha.",Mexico,3,2,0,0,0,2,3,0,1,4,"['miedo', 'repulsion']",negativo,acoso,repulsion,0.914,,,,
21482,2024-06-18 21:16:30,"La única que debería estar presa y de por vida es Diana Salazar por joder tanto al país y dejar que políticos con poder que la pusieron en ese puesto estén impunes. 

Por cierto ya van más de tres años con esta crisis de inseguridad y ningún narco está preso. ",Ecuador,3,0,0,0,0,0,2,0,0,5,['miedo'],negativo,crisis,miedo,0.766,,,,
21483,2024-06-18 18:37:54,"México ya no puede exportar aguacate  y mango  a Estados Unidos, hasta solucionar el problema de inseguridad… no sucederá en este sexenio que termina ni en el que viene porque simplemente han optado por cerrar los ojos.

No atendieron las causas y hay cada vez más efectos.",Mexico,1,0,0,0,0,1,0,0,0,1,"['miedo', 'tristeza']",negativo,problema,tristeza,0.438,,,,
21778,2024-06-18 01:59:07,El gobierno abandonó a los pobladores del Cauca y Valle del Cauca. La inseguridad pulula y el gobierno gastando plata en viajes de ida y vuelta a Europa a decir que fue a decir que no iba a ir.,Mexico,3,0,0,0,0,0,0,0,0,3,['miedo'],negativo,inseguridad,miedo,0.484,,,,
21785,2024-06-18 01:50:50,"La dismorfia corporal no solo se trata de odiar tu cuerpo, sino que tambien trata de usar ropa holgada para ocultar tu inseguridad, no poder concentrarte en nada porque estas tan consumida por los pensamientos de como se ve tu cuerpo y miedo a que la gente juzgue tu cuerpo",EEUU,5,0,1,0,1,4,3,0,0,7,['miedo'],negativo,miedo,miedo,0.828,,,,
21786,2024-06-18 01:16:26,"Paloma Valencia, Miguel Uribe y el Centro Democrático hacen un debate en el Senado sobre la inseguridad del país, pero los soportes que presentan son gráficas con los pésimos resultados del gobierno Duque. 

No se ayudan.",EEUU,2,0,0,0,0,0,0,0,1,3,['miedo'],negativo,inseguridad,miedo,0.484,,,,
21787,2024-06-17 22:14:54,"Paloma Valencia, Miguel Uribe y el Centro Democrático hacen un debate en el Senado por la inseguridad en el país y muestran puras gráficas que demuestran que ellos con Duque le entregaron todo el territorio colombiano a los terroristas y fueron terribles a la hora de",EEUU,1,0,1,0,0,0,0,0,1,2,"['miedo', 'expectante']",negativo,inseguridad,miedo,0.484,,,,
21789,2024-06-17 17:54:31,"El sueño de Heberto Castillo era que todos tuviéramos acceso a la riqueza.

El sueño de la 4T es que todos estén conformes y contentos con la corrupción, la pobreza, la inseguridad y la falta de servicios.",Colombia,3,2,0,1,0,1,3,1,1,4,"['miedo', 'repulsion']",negativo,falta,repulsion,0.734,,,,
21790,2024-06-17 15:01:26,"""Nadie puede ser discriminado por su orientación sexual, pero el problema de la inseguridad en Ecuador es culpa del matrimonio gay"". 

Esto es impresentable.",Colombia,2,0,1,1,0,2,1,1,1,3,"['miedo', 'tristeza']",negativo,culpa,tristeza,0.75,,,,
21791,2024-06-16 20:41:10," mensajes de amor para junio
aries, cáncer, capricornio, libra (luna y venus)

“no te conformes con menos”.  un/a amigo/a presentándote a alguien. sintiéndote cansado/a de tu soltería. mala reputación. “todavía no”. sintiendo inseguridad o indecisión con respecto a lo que +",Colombia,2,2,0,0,0,1,1,1,1,4,"['miedo', 'ira']",negativo,cáncer,tristeza,0.875,,,,
21795,2024-06-14 19:38:54,"Sheinbaum ya comprobó la semana pasada el poder incontestable de los mercados que reaccionan virulentamente ante el menor aviso de inseguridad para sus inversionistas y, sin embargo, al insistir en la destrucción de las instituciones republicanas, aún así, deja entrever las",Mexico,1,1,0,1,0,0,1,0,1,3,"['miedo', 'ira', 'confianza', 'repulsion']",negativo,destrucción,miedo,0.797,,,,
21796,2024-06-14 18:25:37,"#LoÚltimo | El Consejo Turístico Colombiano afirmó que el actual panorama de inseguridad en diversas regiones del país está perjudicando el desarrollo del turismo. Indicó que “esto se refleja en la cancelación de reservas, la disminución de visitas, la reducción en el aforo y el",Mexico,2,0,1,1,0,0,0,0,1,3,['miedo'],negativo,inseguridad,miedo,0.484,,,,
21797,2024-06-14 10:13:25,"En un año, cuando tu ciudad no salga de los primeros lugares en inseguridad, cuando se cuente la cantidad de muertos diarios, cuando te azote el desempleo, cuando se frene la competitividad y aumente la corrupción, acuérdate a quién le diste tu voto hoy.",Mexico,1,0,1,1,0,0,1,1,1,2,"['miedo', 'expectante', 'confianza', 'repulsion', 'alegria']",negativo,corrupción,repulsion,0.656,,,,
21798,2024-06-14 07:57:22,"El mismo partido político que aprueba con la izquierda la regularización de 500 mil ilegales en el Congreso, nos dice en la Asamblea de Madrid, que la culpa de los centros de MENAs y de la inseguridad es de Sánchez. Y todavía hay quién quiere creérselo.",Mexico,1,0,0,0,0,1,1,0,0,2,"['miedo', 'tristeza', 'repulsion']",negativo,culpa,tristeza,0.75,,,,
